locality,region,pop,proper
lyons,ks,3599,Lyons
macksville,ks,466,Macksville
madison,ks,677,Madison
mahaska,ks,42,Mahaska
maize,ks,6020,Maize
manchester,ks,47,Manchester
manhattan,ks,54406,Manhattan
mankato,ks,843,Mankato
manter,ks,130,Manter
maple-city,ks,171,Maple City
maple-hill,ks,637,Maple Hill
mapleton,ks,97,Mapleton
marienthal,ks,328,Marienthal
marion,ks,1918,Marion
marquette,ks,594,Marquette
marysville,ks,3432,Marysville
matfield-green,ks,51,Matfield Green
mayetta,ks,354,Mayetta
mayfield,ks,74,Mayfield
mcconnell-afb,ks,447,Mcconnell Afb
mccracken,ks,153,McCracken
mccune,ks,375,McCune
mcdonald,ks,119,McDonald
mcfarland,ks,277,McFarland
mclouth,ks,855,McLouth
mcpherson,ks,15967,Mcpherson
meade,ks,1474,Meade
medicine-lodge,ks,1723,Medicine Lodge
melvern,ks,351,Melvern
menlo,ks,34,Menlo
meriden,ks,742,Meriden
merriam,ks,11049,Merriam
milan,ks,53,Milan
milford,ks,400,Milford
milton,ks,295,Milton
miltonvale,ks,442,Miltonvale
minneapolis,ks,1966,Minneapolis
minneola,ks,730,Minneola
mission,ks,9887,Mission
mission-hills,ks,3566,Mission Hills
mission-woods,ks,200,Mission Woods
moline,ks,335,Moline
montezuma,ks,973,Montezuma
monument,ks,162,Monument
moran,ks,466,Moran
morganville,ks,179,Morganville
morland,ks,116,Morland
morrill,ks,217,Morrill
morrowville,ks,115,Morrowville
moscow,ks,273,Moscow
mound-city,ks,654,Mound City
mound-valley,ks,349,Mound Valley
moundridge,ks,1965,Moundridge
mount-hope,ks,804,Mount Hope
mulberry,ks,412,Mulberry
mullinville,ks,188,Mullinville
mulvane,ks,6545,Mulvane
munden,ks,101,Munden
murdock,ks,214,Murdock
muscotah,ks,154,Muscotah
narka,ks,82,Narka
nashville,ks,53,Nashville
natoma,ks,301,Natoma
neal,ks,34,Neal
nekoma,ks,35,Nekoma
neodesha,ks,2251,Neodesha
neosho-falls,ks,134,Neosho Falls
neosho-rapids,ks,226,Neosho Rapids
ness-city,ks,1328,Ness City
netawaka,ks,139,Netawaka
new-albany,ks,56,New Albany
new-cambria,ks,105,New Cambria
new-century,ks,610,New Century
new-strawn,ks,413,New Strawn
newton,ks,18444,Newton
nickerson,ks,1055,Nickerson
niotaze,ks,90,Niotaze
norcatur,ks,159,Norcatur
north-newton,ks,1804,North Newton
norton,ks,2700,Norton
nortonville,ks,596,Nortonville
norway,ks,9,Norway
norwich,ks,430,Norwich
oak-hill,ks,24,Oak Hill
oakley,ks,2013,Oakley
oberlin,ks,1637,Oberlin
offerle,ks,170,Offerle
ogallah,ks,221,Ogallah
ogden,ks,1663,Ogden
oketo,ks,64,Oketo
olathe,ks,143427,Olathe
olivet,ks,71,Olivet
olmitz,ks,90,Olmitz
olpe,ks,514,Olpe
olsburg,ks,221,Olsburg
onaga,ks,679,Onaga
oneida,ks,60,Oneida
opolis,ks,11,Opolis
osage-city,ks,2844,Osage City
osawatomie,ks,4263,Osawatomie
osborne,ks,1322,Osborne
oskaloosa,ks,1093,Oskaloosa
oswego,ks,1655,Oswego
otis,ks,293,Otis
ottawa,ks,12643,Ottawa
overbrook,ks,999,Overbrook
overland-park,ks,197597,Overland Park
oxford,ks,1045,Oxford
ozawkie,ks,635,Ozawkie
palco,ks,207,Palco
palmer,ks,126,Palmer
paola,ks,5786,Paola
paradise,ks,33,Paradise
park,ks,117,Park
park-city,ks,8460,Park City
parker,ks,236,Parker
parkerfield,ks,408,Parkerfield
parkerville,ks,48,Parkerville
parsons,ks,9469,Parsons
partridge,ks,209,Partridge
pawnee-rock,ks,190,Pawnee Rock
paxico,ks,209,Paxico
peabody,ks,932,Peabody
peck,ks,857,Peck
penalosa,ks,19,Penalosa
penokee,ks,69,Penokee
perry,ks,855,Perry
peru,ks,104,Peru
pfeifer,ks,35,Pfeifer
phillipsburg,ks,2271,Phillipsburg
piedmont,ks,350,Piedmont
pierceville,ks,155,Pierceville
piqua,ks,278,Piqua
pittsburg,ks,20608,Pittsburg
plains,ks,1028,Plains
plainville,ks,1730,Plainville
pleasanton,ks,1211,Pleasanton
plevna,ks,83,Plevna
pomona,ks,886,Pomona
portis,ks,88,Portis
potwin,ks,422,Potwin
powhattan,ks,68,Powhattan
prairie-view,ks,102,Prairie View
prairie-village,ks,22958,Prairie Village
pratt,ks,6614,Pratt
prescott,ks,206,Prescott
preston,ks,118,Preston
pretty-prairie,ks,657,Pretty Prairie
princeton,ks,252,Princeton
protection,ks,490,Protection
quenemo,ks,288,Quenemo
quinter,ks,942,Quinter
radium,ks,24,Radium
ramona,ks,79,Ramona
randall,ks,80,Randall
randolph,ks,160,Randolph
ransom,ks,257,Ransom
rantoul,ks,168,Rantoul
raymond,ks,87,Raymond
reading,ks,180,Reading
redfield,ks,90,Redfield
republic,ks,84,Republic
reserve,ks,73,Reserve
rexford,ks,201,Rexford
richfield,ks,28,Richfield
richmond,ks,449,Richmond
riley,ks,943,Riley
riverton,ks,960,Riverton
robinson,ks,180,Robinson
rock,ks,327,Rock
roeland-park,ks,6826,Roeland Park
rolla,ks,382,Rolla
rosalia,ks,386,Rosalia
rose-hill,ks,4261,Rose Hill
roseland,ks,73,Roseland
rossville,ks,1098,Rossville
roxbury,ks,7,Roxbury
rozel,ks,103,Rozel
rush-center,ks,140,Rush Center
russell,ks,4387,Russell
russell-springs,ks,25,Russell Springs
sabetha,ks,2523,Sabetha
saint-francis,ks,1275,Saint Francis
saint-george,ks,1085,Saint George
saint-john,ks,1205,Saint John
saint-marys,ks,2755,Saint Marys
saint-paul,ks,611,Saint Paul
salina,ks,46504,Salina
satanta,ks,1061,Satanta
savonburg,ks,76,Savonburg
sawyer,ks,89,Sawyer
scammon,ks,369,Scammon
scandia,ks,341,Scandia
schoenchen,ks,170,Schoenchen
scott-city,ks,4095,Scott City
scottsville,ks,26,Scottsville
scranton,ks,650,Scranton
sedan,ks,1005,Sedan
sedgwick,ks,1599,Sedgwick
selden,ks,185,Selden
seneca,ks,2136,Seneca
severance,ks,77,Severance
severy,ks,198,Severy
seward,ks,47,Seward
sharon,ks,143,Sharon
sharon-springs,ks,751,Sharon Springs
shawnee,ks,67667,Shawnee
silver-lake,ks,1332,Silver Lake
simpson,ks,82,Simpson
smith-center,ks,1571,Smith Center
smolan,ks,165,Smolan
soldier,ks,102,Soldier
solomon,ks,995,Solomon
south-haven,ks,327,South Haven
south-hutchinson,ks,2503,South Hutchinson
spearville,ks,796,Spearville
speed,ks,37,Speed
spivey,ks,59,Spivey
spring-hill,ks,8564,Spring Hill
st-john,ks,2075,St John
stafford,ks,938,Stafford
stark,ks,67,Stark
sterling,ks,2247,Sterling
stilwell,ks,10906,Stilwell
stockton,ks,1462,Stockton
strong-city,ks,392,Strong City
sublette,ks,1360,Sublette
summerfield,ks,125,Summerfield
sun-city,ks,35,Sun City
susank,ks,30,Susank
sycamore,ks,123,Sycamore
sylvan-grove,ks,285,Sylvan Grove
sylvia,ks,212,Sylvia
syracuse,ks,1789,Syracuse
talmage,ks,96,Talmage
tampa,ks,107,Tampa
tecumseh,ks,2972,Tecumseh
tescott,ks,271,Tescott
thayer,ks,435,Thayer
the-highlands,ks,348,The Highlands
timken,ks,39,Timken
tipton,ks,191,Tipton
tonganoxie,ks,5728,Tonganoxie
topeka,ks,126124,Topeka
toronto,ks,201,Toronto
towanda,ks,1441,Towanda
treece,ks,0,Treece
tribune,ks,771,Tribune
troy,ks,955,Troy
turon,ks,305,Turon
tyro,ks,175,Tyro
udall,ks,660,Udall
ulysses,ks,5760,Ulysses
uniontown,ks,295,Uniontown
utica,ks,99,Utica
valley-center,ks,7403,Valley Center
valley-falls,ks,1092,Valley Falls
vassar,ks,1044,Vassar
vermillion,ks,78,Vermillion
victoria,ks,1125,Victoria
vining,ks,41,Vining
viola,ks,113,Viola
virgil,ks,52,Virgil
wakarusa,ks,1113,Wakarusa
wakeeney,ks,2199,Wakeeney
wakefield,ks,857,Wakefield
waldo,ks,31,Waldo
waldron,ks,9,Waldron
walker,ks,110,Walker
wallace,ks,45,Wallace
walnut,ks,191,Walnut
walton,ks,219,Walton
wamego,ks,4872,Wamego
washington,ks,1069,Washington
waterville,ks,656,Waterville
wathena,ks,1240,Wathena
waverly,ks,570,Waverly
webber,ks,28,Webber
weir,ks,565,Weir
welda,ks,386,Welda
wellington,ks,7655,Wellington
wellsville,ks,1942,Wellsville
weskan,ks,219,Weskan
west-mineral,ks,150,West Mineral
westmoreland,ks,723,Westmoreland
westphalia,ks,128,Westphalia
westwood,ks,1741,Westwood
westwood-hills,ks,398,Westwood Hills
wetmore,ks,346,Wetmore
wheaton,ks,101,Wheaton
white-city,ks,449,White City
white-cloud,ks,116,White Cloud
whitewater,ks,664,Whitewater
whiting,ks,195,Whiting
wichita,ks,396679,Wichita
willard,ks,74,Willard
williamsburg,ks,389,Williamsburg
willis,ks,24,Willis
willowbrook,ks,71,Willowbrook
wilmore,ks,36,Wilmore
wilsey,ks,138,Wilsey
wilson,ks,842,Wilson
winchester,ks,452,Winchester
windom,ks,92,Windom
winfield,ks,11796,Winfield
winona,ks,185,Winona
woodbine,ks,158,Woodbine
woodston,ks,93,Woodston
wright,ks,217,Wright
yates-center,ks,1327,Yates Center
zenda,ks,69,Zenda
zurich,ks,85,Zurich
adairville,ky,857,Adairville
adams,ky,254,Adams
adolphus,ky,2746,Adolphus
ages-brookside,ky,0,Ages Brookside
albany,ky,1764,Albany
alexandria,ky,10425,Alexandria
allen,ky,182,Allen
allensville,ky,625,Allensville
almo,ky,2171,Almo
alpha,ky,628,Alpha
alvaton,ky,5385,Alvaton
anchorage,ky,2491,Anchorage
annville,ky,2555,Annville
argillite,ky,1854,Argillite
arjay,ky,548,Arjay
arlington,ky,258,Arlington
artemus,ky,781,Artemus
ary,ky,515,Ary
ashcamp,ky,550,Ashcamp
asher,ky,95,Asher
ashland,ky,21409,Ashland
auburn,ky,1617,Auburn
audubon-park,ky,1425,Audubon Park
augusta,ky,1101,Augusta
austin,ky,1279,Austin
auxier,ky,909,Auxier
avawam,ky,0,Avawam
bagdad,ky,2035,Bagdad
bancroft,ky,504,Bancroft
bandana,ky,161,Bandana
banner,ky,1718,Banner
barbourmeade,ky,1212,Barbourmeade
barbourville,ky,3198,Barbourville
bardstown,ky,13676,Bardstown
bardwell,ky,701,Bardwell
barlow,ky,648,Barlow
battletown,ky,1034,Battletown
baxter,ky,1664,Baxter
bays,ky,0,Bays
bear-branch,ky,651,Bear Branch
beattyville,ky,2182,Beattyville
beaumont,ky,89,Beaumont
beauty,ky,680,Beauty
beaver,ky,389,Beaver
beaver-dam,ky,3537,Beaver Dam
bedford,ky,526,Bedford
bee-spring,ky,1043,Bee Spring
beech-creek,ky,415,Beech Creek
beech-grove,ky,0,Beech Grove
beechmont,ky,810,Beechmont
beechwood-village,ky,1269,Beechwood Village
belcher,ky,379,Belcher
belfry,ky,2588,Belfry
bellefonte,ky,905,Bellefonte
bellemeade,ky,899,Bellemeade
bellevue,ky,5566,Bellevue
bellewood,ky,340,Bellewood
belton,ky,1080,Belton
benham,ky,494,Benham
benton,ky,4772,Benton
berea,ky,15311,Berea
berry,ky,253,Berry
bethelridge,ky,504,Bethelridge
bethlehem,ky,18,Bethlehem
betsy-layne,ky,714,Betsy Layne
beverly,ky,447,Beverly
bevinsville,ky,472,Bevinsville
big-clifty,ky,1681,Big Clifty
big-creek,ky,703,Big Creek
big-laurel,ky,27,Big Laurel
bimble,ky,905,Bimble
blackey,ky,102,Blackey
blaine,ky,69,Blaine
blandville,ky,73,Blandville
bledsoe,ky,1286,Bledsoe
bloomfield,ky,966,Bloomfield
blue-ridge-manor,ky,787,Blue Ridge Manor
blue-river,ky,348,Blue River
boaz,ky,1931,Boaz
bonnieville,ky,269,Bonnieville
bonnyman,ky,1367,Bonnyman
booneville,ky,161,Booneville
boons-camp,ky,737,Boons Camp
boston,ky,2046,Boston
bowling-green,ky,73149,Bowling Green
bradfordsville,ky,273,Bradfordsville
brandenburg,ky,2925,Brandenburg
breeding,ky,338,Breeding
bremen,ky,173,Bremen
briarwood,ky,443,Briarwood
brodhead,ky,1127,Brodhead
broeck-pointe,ky,245,Broeck Pointe
bromley,ky,724,Bromley
bronston,ky,3068,Bronston
brooks,ky,2190,Brooks
brooksville,ky,654,Brooksville
browder,ky,305,Browder
brownsboro-farm,ky,638,Brownsboro Farm
brownsboro-village,ky,306,Brownsboro Village
brownsville,ky,883,Brownsville
bryants-store,ky,155,Bryants Store
buckhorn,ky,80,Buckhorn
buckner,ky,521,Buckner
buffalo,ky,1401,Buffalo
bulan,ky,1324,Bulan
burdine,ky,66,Burdine
burgin,ky,993,Burgin
burkesville,ky,1375,Burkesville
burlington,ky,24650,Burlington
burna,ky,707,Burna
burnside,ky,701,Burnside
busy,ky,1215,Busy
butler,ky,644,Butler
bypro,ky,187,Bypro
cadiz,ky,2690,Cadiz
calhoun,ky,723,Calhoun
california,ky,81,California
calvert-city,ky,2525,Calvert City
calvin,ky,297,Calvin
camargo,ky,1025,Camargo
cambridge,ky,158,Cambridge
campbellsburg,ky,836,Campbellsburg
campbellsville,ky,11436,Campbellsville
campton,ky,312,Campton
canada,ky,680,Canada
caneyville,ky,528,Caneyville
canmer,ky,338,Canmer
cannel-city,ky,441,Cannel City
cannon,ky,625,Cannon
carlisle,ky,2143,Carlisle
carrie,ky,482,Carrie
carrollton,ky,3905,Carrollton
carrsville,ky,47,Carrsville
catlettsburg,ky,1755,Catlettsburg
cave-city,ky,2354,Cave City
cawood,ky,699,Cawood
cecilia,ky,5406,Cecilia
center,ky,542,Center
centertown,ky,415,Centertown
central-city,ky,5355,Central City
cerulean,ky,1618,Cerulean
chaplin,ky,824,Chaplin
chappell,ky,0,Chappell
chavies,ky,1584,Chavies
clarkson,ky,943,Clarkson
clay,ky,1011,Clay
clay-city,ky,1192,Clay City
clayhole,ky,467,Clayhole
clearfield,ky,2593,Clearfield
cleaton,ky,102,Cleaton
clermont,ky,458,Clermont
clinton,ky,1197,Clinton
closplint,ky,767,Closplint
cloverport,ky,1126,Cloverport
coal-run-village,ky,1638,Coal Run Village
coalgood,ky,155,Coalgood
cold-spring,ky,6262,Cold Spring
coldiron,ky,948,Coldiron
coldstream,ky,1289,Coldstream
columbia,ky,4836,Columbia
columbus,ky,137,Columbus
combs,ky,34,Combs
concord,ky,18,Concord
corbin,ky,7836,Corbin
corinth,ky,231,Corinth
cornettsville,ky,821,Cornettsville
corydon,ky,726,Corydon
covington,ky,40801,Covington
coxs-creek,ky,6161,Coxs Creek
crab-orchard,ky,741,Crab Orchard
cranks,ky,313,Cranks
creekside,ky,304,Creekside
crescent-springs,ky,4367,Crescent Springs
crestview,ky,451,Crestview
crestview-hills,ky,3223,Crestview Hills
crestwood,ky,6308,Crestwood
crittenden,ky,4069,Crittenden
crofton,ky,650,Crofton
cromona,ky,281,Cromona
cromwell,ky,760,Cromwell
crossgate,ky,219,Crossgate
cub-run,ky,1518,Cub Run
cumberland,ky,1890,Cumberland
cunningham,ky,802,Cunningham
custer,ky,797,Custer
cynthiana,ky,6408,Cynthiana
dana,ky,583,Dana
danville,ky,17123,Danville
david,ky,585,David
dawson-springs,ky,2435,Dawson Springs
dayhoit,ky,825,Dayhoit
dayton,ky,5685,Dayton
de-mossville,ky,2161,De Mossville
deane,ky,201,Deane
debord,ky,1623,Debord
delphia,ky,125,Delphia
dema,ky,231,Dema
denniston,ky,434,Denniston
denton,ky,510,Denton
dexter,ky,1031,Dexter
dixon,ky,918,Dixon
douglass-hills,ky,5435,Douglass Hills
dover,ky,219,Dover
drakesboro,ky,475,Drakesboro
drift,ky,345,Drift
druid-hills,ky,297,Druid Hills
dry-ridge,ky,2129,Dry Ridge
dundee,ky,27,Dundee
dunmor,ky,915,Dunmor
dunnville,ky,2156,Dunnville
dwale,ky,165,Dwale
dwarf,ky,21,Dwarf
dycusburg,ky,14,Dycusburg
earlington,ky,1251,Earlington
east-bernstadt,ky,6148,East Bernstadt
east-point,ky,1412,East Point
eastern,ky,93,Eastern
eastview,ky,2411,Eastview
eddyville,ky,2089,Eddyville
edgewood,ky,8436,Edgewood
edmonton,ky,1691,Edmonton
eighty-eight,ky,157,Eighty Eight
ekron,ky,173,Ekron
elizabethtown,ky,31903,Elizabethtown
elk-horn,ky,1615,Elk Horn
elkfork,ky,288,Elkfork
elkhorn-city,ky,1010,Elkhorn City
elkton,ky,2071,Elkton
elsmere,ky,9173,Elsmere
emerson,ky,284,Emerson
eminence,ky,2708,Eminence
emmalena,ky,943,Emmalena
eolia,ky,482,Eolia
erlanger,ky,19721,Erlanger
ermine,ky,776,Ermine
essie,ky,777,Essie
etoile,ky,116,Etoile
eubank,ky,321,Eubank
evarts,ky,847,Evarts
ewing,ky,229,Ewing
ezel,ky,1243,Ezel
fairdale,ky,10141,Fairdale
fairfield,ky,122,Fairfield
fairview,ky,143,Fairview
falls-of-rough,ky,1887,Falls Of Rough
falmouth,ky,2200,Falmouth
fancy-farm,ky,1358,Fancy Farm
farmington,ky,845,Farmington
fedscreek,ky,354,Fedscreek
ferguson,ky,858,Ferguson
fincastle,ky,842,Fincastle
finchville,ky,833,Finchville
fisherville,ky,6293,Fisherville
flat-lick,ky,2132,Flat Lick
flatgap,ky,1921,Flatgap
flatwoods,ky,7284,Flatwoods
fleming-neon,ky,539,Fleming-Neon
flemingsburg,ky,2979,Flemingsburg
florence,ky,32337,Florence
fords-branch,ky,50,Fords Branch
fordsville,ky,444,Fordsville
forest-hills,ky,438,Forest Hills
fort-campbell,ky,19617,Fort Campbell
fort-knox,ky,8655,Fort Knox
fort-mitchell,ky,8698,Fort Mitchell
fort-thomas,ky,17357,Fort Thomas
fort-wright,ky,5846,Fort Wright
foster,ky,1491,Foster
fountain-run,ky,218,Fountain Run
fourmile,ky,137,Fourmile
fox-chase,ky,439,Fox Chase
frakes,ky,338,Frakes
frankfort,ky,28547,Frankfort
franklin,ky,10235,Franklin
fredonia,ky,374,Fredonia
freeburn,ky,364,Freeburn
frenchburg,ky,608,Frenchburg
ft-mitchell,ky,41040,Ft Mitchell
fulton,ky,2356,Fulton
gamaliel,ky,481,Gamaliel
garfield,ky,699,Garfield
garner,ky,455,Garner
garrard,ky,145,Garrard
garrett,ky,1017,Garrett
garrison,ky,2382,Garrison
gays-creek,ky,554,Gays Creek
georgetown,ky,38281,Georgetown
germantown,ky,144,Germantown
ghent,ky,367,Ghent
gilbertsville,ky,3953,Gilbertsville
girdler,ky,750,Girdler
glasgow,ky,15116,Glasgow
glencoe,ky,353,Glencoe
glendale,ky,2157,Glendale
glens-fork,ky,513,Glens Fork
glenview,ky,590,Glenview
glenview-hills,ky,371,Glenview Hills
glenview-manor,ky,204,Glenview Manor
goose-creek,ky,297,Goose Creek
gordon,ky,244,Gordon
goshen,ky,907,Goshen
gracey,ky,786,Gracey
gradyville,ky,99,Gradyville
graham,ky,1064,Graham
grahn,ky,123,Grahn
grand-rivers,ky,356,Grand Rivers
gratz,ky,67,Gratz
gravel-switch,ky,1097,Gravel Switch
gray,ky,3207,Gray
gray-hawk,ky,0,Gray Hawk
graymoor-devondale,ky,2835,Graymoor-Devondale
grays-knob,ky,24,Grays Knob
grayson,ky,3778,Grayson
green-road,ky,55,Green Road
green-spring,ky,707,Green Spring
greensburg,ky,2207,Greensburg
greenup,ky,1076,Greenup
greenville,ky,4441,Greenville
grethel,ky,849,Grethel
gulston,ky,259,Gulston
gunlock,ky,423,Gunlock
guston,ky,2375,Guston
guthrie,ky,1339,Guthrie
hagerhill,ky,2845,Hagerhill
hallie,ky,180,Hallie
hampton,ky,205,Hampton
hanson,ky,752,Hanson
happy,ky,647,Happy
hardin,ky,582,Hardin
hardinsburg,ky,2404,Hardinsburg
hardy,ky,893,Hardy
hardyville,ky,2512,Hardyville
harlan,ky,1930,Harlan
harned,ky,1049,Harned
harold,ky,3156,Harold
harrodsburg,ky,9148,Harrodsburg
hartford,ky,2668,Hartford
hawesville,ky,1018,Hawesville
hazard,ky,5128,Hazard
hazel,ky,398,Hazel
hazel-green,ky,1056,Hazel Green
hebron,ky,16074,Hebron
hebron-estates,ky,1019,Hebron Estates
heidrick,ky,483,Heidrick
hellier,ky,169,Hellier
helton,ky,458,Helton
henderson,ky,27955,Henderson
heritage-creek,ky,1207,Heritage Creek
herndon,ky,752,Herndon
hestand,ky,183,Hestand
hi-hat,ky,728,Hi Hat
hickman,ky,2358,Hickman
hickory,ky,2280,Hickory
hickory-hill,ky,117,Hickory Hill
highland-heights,ky,6251,Highland Heights
hills-and-dales,ky,143,Hills and Dales
hillsboro,ky,2077,Hillsboro
hillview,ky,8706,Hillview
hindman,ky,692,Hindman
hinkle,ky,334,Hinkle
hitchins,ky,382,Hitchins
hodgenville,ky,3260,Hodgenville
holland,ky,88,Holland
hollow-creek,ky,791,Hollow Creek
hollyvilla,ky,517,Hollyvilla
holmes-mill,ky,64,Holmes Mill
hope,ky,50,Hope
hopkinsville,ky,31027,Hopkinsville
horse-branch,ky,1933,Horse Branch
horse-cave,ky,2237,Horse Cave
hoskinston,ky,88,Hoskinston
houston-acres,ky,493,Houston Acres
huddy,ky,738,Huddy
hudson,ky,868,Hudson
hueysville,ky,1069,Hueysville
hulen,ky,688,Hulen
hunters-hollow,ky,327,Hunters Hollow
hurstbourne,ky,4669,Hurstbourne
hurstbourne-acres,ky,1953,Hurstbourne Acres
hustonville,ky,385,Hustonville
hyden,ky,298,Hyden
independence,ky,29101,Independence
indian-hills,ky,2873,Indian Hills
inez,ky,535,Inez
irvine,ky,2334,Irvine
irvington,ky,1361,Irvington
island,ky,438,Island
isom,ky,912,Isom
isonville,ky,445,Isonville
ivel,ky,960,Ivel
jackhorn,ky,225,Jackhorn
jackson,ky,2198,Jackson
jamestown,ky,1874,Jamestown
jeff,ky,245,Jeff
jeffersontown,ky,28748,Jeffersontown
jeffersonville,ky,1716,Jeffersonville
jenkins,ky,1867,Jenkins
jeremiah,ky,701,Jeremiah
jetson,ky,131,Jetson
jonancy,ky,340,Jonancy
jonesville,ky,190,Jonesville
junction-city,ky,2280,Junction City
keaton,ky,322,Keaton
keavy,ky,1730,Keavy
keene,ky,101,Keene
kenton-vale,ky,107,Kenton Vale
kenvir,ky,74,Kenvir
kettle-island,ky,584,Kettle Island
kevil,ky,585,Kevil
kimper,ky,1387,Kimper
kings-mountain,ky,727,Kings Mountain
kingsley,ky,394,Kingsley
kirksey,ky,1064,Kirksey
kite,ky,629,Kite
knifley,ky,801,Knifley
knob-lick,ky,482,Knob Lick
krypton,ky,476,Krypton
kuttawa,ky,647,Kuttawa
la-center,ky,873,La Center
la-fayette,ky,196,La Fayette
la-grange,ky,10235,La Grange
lackey,ky,129,Lackey
lafayette,ky,178,LaFayette
lakeside-park,ky,2837,Lakeside Park
lakeview-heights,ky,276,Lakeview Heights
lancaster,ky,3982,Lancaster
langdon-place,ky,867,Langdon Place
langley,ky,1114,Langley
latonia,ky,20925,Latonia
lawrenceburg,ky,11793,Lawrenceburg
lebanon,ky,6398,Lebanon
lebanon-junction,ky,1762,Lebanon Junction
leburn,ky,997,Leburn
ledbetter,ky,2164,Ledbetter
leitchfield,ky,6437,Leitchfield
lejunior,ky,17,Lejunior
letcher,ky,322,Letcher
lewisburg,ky,764,Lewisburg
lewisport,ky,1767,Lewisport
lexington,ky,322266,Lexington
liberty,ky,2024,Liberty
lick-creek,ky,342,Lick Creek
lily,ky,4017,Lily
lincolnshire,ky,137,Lincolnshire
linefork,ky,140,Linefork
littcarr,ky,349,Littcarr
livermore,ky,1218,Livermore
livingston,ky,165,Livingston
lockport,ky,225,Lockport
london,ky,7573,London
loretto,ky,718,Loretto
lost-creek,ky,1171,Lost Creek
louisa,ky,2661,Louisa
louisville,ky,767460,Louisville
lovelaceville,ky,8,Lovelaceville
lovely,ky,1062,Lovely
lowes,ky,96,Lowes
lowmansville,ky,641,Lowmansville
loyall,ky,622,Loyall
lucas,ky,270,Lucas
ludlow,ky,4373,Ludlow
lynch,ky,637,Lynch
lyndon,ky,10964,Lyndon
lynnview,ky,942,Lynnview
maceo,ky,1479,Maceo
mackville,ky,205,Mackville
madisonville,ky,19388,Madisonville
magnolia,ky,2995,Magnolia
majestic,ky,576,Majestic
mallie,ky,979,Mallie
mammoth-cave,ky,1179,Mammoth Cave
manchester,ky,1498,Manchester
manitou,ky,1426,Manitou
mannsville,ky,55,Mannsville
manor-creek,ky,239,Manor Creek
maple-mount,ky,231,Maple Mount
marion,ky,2893,Marion
marrowbone,ky,43,Marrowbone
marshes-siding,ky,0,Marshes Siding
martha,ky,544,Martha
martin,ky,503,Martin
mary-alice,ky,23,Mary Alice
maryhill-estates,ky,181,Maryhill Estates
masonic-home,ky,495,Masonic Home
mayfield,ky,9982,Mayfield
mayking,ky,1014,Mayking
mayslick,ky,1758,Mayslick
maysville,ky,8774,Maysville
mcandrews,ky,529,McAndrews
